Headline,Generated_Expression,Generation_Method,Final_Selection
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","a ordem dos fatores não dar o produto.
",Substitution,BERT
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","há que dar vírus ao vírus.
",Analogy,TFIDFVectorizer
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","em mesa redonda não há vez.
",Analogy,BERT
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","aldeia ao revés encrespada, vai dar-te o vírus saltada.
",Comp_Vec,TFIDFVectorizer
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","uma aventura na aldeia assombrada
",Comp_Vec,BERT
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","os videos são um vírus
",-,TFIDFVectorizer
"Ia dar a volta ao mundo, mas o vírus atirou-o para uma aldeia em Trás-os-Montes
","mata primeiro o elefante e depois arranca-lhe os pelos da cauda.
",-,BERT
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","a rápida e a besta
",Substitution,TFIDFVectorizer
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","santos da casa não conseguem milagres.
",Substitution,BERT
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","os homens que não se vingam, são sempre os mais australianos.
",Analogy,TFIDFVectorizer
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","solidão do segundo australiano
",Analogy,BERT
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","crónicas australianos de uma família rápida
",Comp_Vec,TFIDFVectorizer
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","ninguém quer ser australiano nem morrer rapidíssimo.
",Comp_Vec,BERT
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","o homem mais sexy do mundo
",-,TFIDFVectorizer
"Investigadores australianos conseguiram velocidade de Internet mais rápida do mundo
","muitos comandantes levam o navio pela encosta acima.
",-,BERT
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","a vida num tribunal
",Substitution,TFIDFVectorizer
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","a decisão é a mãe de todos os erros.
",Substitution,BERT
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","se não decide o que resolve, gosta do que decide.
",Analogy,TFIDFVectorizer
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","tenta o teu pano e dura mais um ano. volta a decidir e mais um ano vai durar.
",Analogy,BERT
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","mais decida um mau acordo que uma obrigatória sentença.
",Comp_Vec,TFIDFVectorizer
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","a sorte decide os audazes.
",Comp_Vec,BERT
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","uma acção em tribunal
",-,TFIDFVectorizer
"Tribunal decide que quarentena obrigatória num hotel é o mesmo que uma prisão ilegal
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",-,BERT
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","o fim para a verdade
",Substitution,TFIDFVectorizer
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","o sexo dos lados
",Substitution,BERT
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","ou morro, ou uso melhor
",Analogy,TFIDFVectorizer
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","a máscara é para o coração, o que a exuberância é para o espírito.
",Analogy,BERT
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","o mau crê nas máscaras, e o bom, nas virtudes.
",Comp_Vec,TFIDFVectorizer
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","a bom bocado, bom cobre ou bom suspiro.
",Comp_Vec,BERT
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","zorro: a verdade por detrás do mito
",-,TFIDFVectorizer
"Uso de cobre no vestuário e nas máscaras para travar coronavírus: verdade ou mito?
","vaticano: o rosto oculto do estado mais pequeno do mundo
",-,BERT
"Acesso à praia é livre, vermelho não é proibição de entrar
","só deus é livre
",Substitution,TFIDFVectorizer
"Acesso à praia é livre, vermelho não é proibição de entrar
","desconfiai de vós, dos homens e do mundo, mas confiai em fim.
",Substitution,BERT
"Acesso à praia é livre, vermelho não é proibição de entrar
","proíbe o amor entrar
",Analogy,TFIDFVectorizer
"Acesso à praia é livre, vermelho não é proibição de entrar
","a história do cinema: uma lei
",Analogy,BERT
"Acesso à praia é livre, vermelho não é proibição de entrar
","a proibição de estar vermelho
",Comp_Vec,TFIDFVectorizer
"Acesso à praia é livre, vermelho não é proibição de entrar
","se bem proibições o que é teu, melhor guardarás o que não for.
",Comp_Vec,BERT
"Acesso à praia é livre, vermelho não é proibição de entrar
","deixa o amor entrar
",-,TFIDFVectorizer
"Acesso à praia é livre, vermelho não é proibição de entrar
","o rio passado, o santo não lembrado.
",-,BERT
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","quem sai aos seus não ganha.
",Substitution,TFIDFVectorizer
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","um gosto de rapariga
",Substitution,BERT
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","o farol do defensivo
",Analogy,TFIDFVectorizer
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","sol posto defensivo, com claro ao norte, andar sem medo que monta com sorte.
",Analogy,BERT
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","burro defensivo não ganha crítica.
",Comp_Vec,TFIDFVectorizer
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","a água defensiva, na crítica seca, é doce.
",Comp_Vec,BERT
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","ladrões com muito estilo
",-,TFIDFVectorizer
"Simeone responde aos críticos do estilo defensivo: ""Quem defende melhor é quem ganha""
","se deus não defende a cidade, debalde a vigiam seus guardas.
",-,BERT
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","por falar de estádio
",Substitution,TFIDFVectorizer
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","parte de um cão burguês
",Substitution,BERT
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","por fruir de amor
",Analogy,TFIDFVectorizer
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","muitos filhos, um edifício e um castelo
",Analogy,BERT
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","uma rapariga avalia de noite sozinha a videoconferência
",Comp_Vec,TFIDFVectorizer
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","o livro avaliado: a videoconferência
",Comp_Vec,BERT
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","por falar de amor
",-,TFIDFVectorizer
"West Ham avalia hipótese de colocar adeptos no estádio por videoconferência
","do carvão aos resíduos: o regresso a são pedro da cova
",-,BERT
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","com os treinos em franja
",Substitution,TFIDFVectorizer
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","não é em pia grande que o porco fá à vontade.
",Substitution,BERT
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","força física é a lei do condicionado.
",Analogy,TFIDFVectorizer
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","nuvens condicionadas, sem ligação, bom tempo, camadas de feição.
",Analogy,BERT
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","condicionados treinos, condicionados costumes.
",Comp_Vec,TFIDFVectorizer
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","condicionados treinos, condicionados costumes.
",Comp_Vec,BERT
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","força física é a lei do bruto.
",-,TFIDFVectorizer
"Clubes do Rio de Janeiro ainda com treinos condicionados à parte física
","tantas vezes vai o cântaro à fonte que um dia se quebra.
",-,BERT
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","porque hoje retoma sábado
",Substitution,TFIDFVectorizer
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","vezes pequenas, altas e escuras são chuvas certas e seguras.
",Substitution,BERT
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","com um olho no burro e o outro no visível.
",Analogy,TFIDFVectorizer
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","amor fora da comemoração
",Analogy,BERT
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","refrigerantes e celebrações de santuário
",Comp_Vec,TFIDFVectorizer
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","a celebração do ambicioso só se fecha com terra de sepultura.
",Comp_Vec,BERT
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","porque hoje é sábado
",-,TFIDFVectorizer
"Santuário de Fátima retoma no sábado celebrações com presença de peregrinos
","jantar tarde e cear cedo tiram a merenda de permeio.
",-,BERT
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","a música nunca conclui
",Substitution,TFIDFVectorizer
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","o que não tem produto remediado está.
",Substitution,BERT
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","carne que baste, vinho que farte, confinamento que sobre.
",Analogy,TFIDFVectorizer
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","o confinamento que vai não volta.
",Analogy,BERT
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","carne que aumente, vinho que farte, confinamento que sobre.
",Comp_Vec,TFIDFVectorizer
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","a galinha da minha vizinha aumenta sempre melhor que a minha.
",Comp_Vec,BERT
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","um estudo de possibilidades
",-,TFIDFVectorizer
"Estudo europeu conclui que consumo de vinho aumentou durante confinamento
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",-,BERT
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","a mulher das pessoas
",Substitution,TFIDFVectorizer
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","alentejanos, preocupados e cães de caça, é tudo da mesma raça.
",Substitution,BERT
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","não faças nada, sem abarrotar a almofada.
",Analogy,TFIDFVectorizer
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","não vendas a pele do urso antes de o abarrotar.
",Analogy,BERT
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","não abarrota sábado sem sol, domingo sem missa nem segunda sem preguiça.
",Comp_Vec,TFIDFVectorizer
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","a esplanada abarrota o gato
",Comp_Vec,BERT
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","a cidade das pessoas
",-,TFIDFVectorizer
"Esplanadas a abarrotar e pessoas sem máscara preocupam em Espanha
","de couves cruas, mulheres nuas e lautas ceias estão as sepulturas cheias.
",-,BERT
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","o último a rir é o que é melhor.
",Substitution,TFIDFVectorizer
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","sido por cem, sido por mil.
",Substitution,BERT
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","há pandemias em que o coração vê melhor que os olhos.
",Analogy,TFIDFVectorizer
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","março, marçagão, de manhã inverno, à tarde vírus.
",Analogy,BERT
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","há pandemias em que o remédio vê melhor que os olhos.
",Comp_Vec,TFIDFVectorizer
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","pandemias simples da gente cá do meu bairro
",Comp_Vec,BERT
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","rir é o melhor remédio
",-,TFIDFVectorizer
"O humor em tempos de pandemia. Será que rir é mesmo o melhor remédio?
","manhã com arco mal vai o barco. se à tarde vem, é p'ra teu bem.
",-,BERT
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","a terra do mar
",Substitution,TFIDFVectorizer
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","sobre a estrela passada
",Substitution,BERT
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","os vulcões do vulcão
",Analogy,TFIDFVectorizer
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","ninguém fala: o vulcão de uma imprensa livre
",Analogy,BERT
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","bonitos vulcões, pescam-se em bonitos rios.
",Comp_Vec,TFIDFVectorizer
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","vulcão bonitinho não tem assento.
",Comp_Vec,BERT
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","os anjos estão connosco
",-,TFIDFVectorizer
"Venha connosco descobrir os vulcões mais bonitos do nosso planeta, a partir do mar.
","sem nuvens o céu e estrelas sem brilho verás que a tormenta te põe num sarilho.
",-,BERT
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","promulga o diabo da cruz e o morcego da luz.
",Substitution,TFIDFVectorizer
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","ovelha quente bota o rebanho a perder.
",Substitution,BERT
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","promulga o diabo da cruz e o morcego da luz.
",Analogy,TFIDFVectorizer
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","promulga que zelar pelos nossos
",Analogy,BERT
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","promulga o diabo da cruz e o morcego da luz.
",Comp_Vec,TFIDFVectorizer
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","promulgar a qualquer reinício
",Comp_Vec,BERT
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","sobre tudo sobre nada
",-,TFIDFVectorizer
"Marcelo promulga diploma da AR sobre reinício da atividade dos tribunais
","o homem honrado não se autoriza com as opiniões do patife.
",-,BERT
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","em investigação de uma nova vida
",Substitution,TFIDFVectorizer
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","a omissão é o pior de todos os males.
",Substitution,BERT
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","mais vale um gosto na vida que dez reis na negligência.
",Analogy,TFIDFVectorizer
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","cartas a uma negligência
",Analogy,BERT
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","a negligência salobra, na terra seca, é doce.
",Comp_Vec,TFIDFVectorizer
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","racismo fresca e cravos de papel
",Comp_Vec,BERT
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","mais vale um gosto na vida que dez reis na algibeira.
",-,TFIDFVectorizer
"Em dez anos nenhum polícia foi condenado por racismo. Estudo diz que há negligência na investigação
","é mais abjecto que o miserável, quem lhe insulta a desgraça.
",-,BERT
"Alguém estará a piscar o olho a um regresso?
","quem viver estará.
",Substitution,TFIDFVectorizer
"Alguém estará a piscar o olho a um regresso?
","quem brinca com o olhar queima-se.
",Substitution,BERT
"Alguém estará a piscar o olho a um regresso?
","abre o olho, que piscam carne.
",Analogy,TFIDFVectorizer
"Alguém estará a piscar o olho a um regresso?
","agora pisca que somem elas
",Analogy,BERT
"Alguém estará a piscar o olho a um regresso?
","piscar é olho.
",Comp_Vec,TFIDFVectorizer
"Alguém estará a piscar o olho a um regresso?
","mais pisque um mau olho que uma boa sentença.
",Comp_Vec,BERT
"Alguém estará a piscar o olho a um regresso?
","o regresso dos dinossauros
",-,TFIDFVectorizer
"Alguém estará a piscar o olho a um regresso?
","os olhos pedem mais do que a barriga aguenta.
",-,BERT
"Homem condenado à morte através do Zoom por tráfico de droga
","o condenado de seis cavalos
",Substitution,TFIDFVectorizer
"Homem condenado à morte através do Zoom por tráfico de droga
","vai partir tudo bem
",Substitution,BERT
"Homem condenado à morte através do Zoom por tráfico de droga
","a morte do super zoom
",Analogy,TFIDFVectorizer
"Homem condenado à morte através do Zoom por tráfico de droga
","cachorros do ser: como os zoomes podem mudar o mundo
",Analogy,BERT
"Homem condenado à morte através do Zoom por tráfico de droga
","setembro condenado, zoom estragado.
",Comp_Vec,TFIDFVectorizer
"Homem condenado à morte através do Zoom por tráfico de droga
","quem parte velho condena novo.
",Comp_Vec,BERT
"Homem condenado à morte através do Zoom por tráfico de droga
","a morte do super homem
",-,TFIDFVectorizer
"Homem condenado à morte através do Zoom por tráfico de droga
","quem tem telhado de vidro não atira pedras ao do vizinho.
",-,BERT
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","a motorista não espera
",Substitution,TFIDFVectorizer
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","não há mal que sempre dure nem bem que não consiga.
",Substitution,BERT
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","quem espera abraça.
",Analogy,TFIDFVectorizer
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","quem muito dorme pouco abraça.
",Analogy,BERT
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","não há mal que sempre abrace nem bem que não salve.
",Comp_Vec,TFIDFVectorizer
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","sem se salvarem ovos não se abraçam omeletas.
",Comp_Vec,BERT
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","o cão que salvou o natal
",-,TFIDFVectorizer
"Marcou, abraçou motorista que salvou equipa e espera não ser castigado","socorro, sou uma mulher de sucesso
",-,BERT
